Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz90v7,43.79837,-79.41605,43.79974,-79.41467,43.79898,-79.41553,Markham,,Ontario,Canada,CA-ON,0.0438,4,2019-02-02,5.0
dpz93m5,43.84094,-79.39407,43.84232,-79.3927,43.84185,-79.39289,Markham,,Ontario,Canada,CA-ON,0.008,4,2019-02-02,5.0
dpz975z,43.83408,-79.31168,43.83545,-79.3103,43.83466,-79.31109,Markham,,Ontario,Canada,CA-ON,0.1641,7,2019-02-02,5.0
dpz93te,43.84369,-79.38309,43.84506,-79.38171,43.84435,-79.38232,Markham,,Ontario,Canada,CA-ON,0.0197,12,2019-02-02,5.0
dpz96d8,43.82721,-79.34326,43.82858,-79.34189,43.82805,-79.34252,Markham,,Ontario,Canada,CA-ON,0.0203,3,2019-02-02,5.0
dpz94pe,43.81073,-79.36111,43.8121,-79.35974,43.81136,-79.36055,Markham,,Ontario,Canada,CA-ON,0.0173,3,2019-02-02,5.0
dpz91wu,43.80661,-79.38171,43.80798,-79.38034,43.80672,-79.38092,Markham,,Ontario,Canada,CA-ON,0.033,10,2019-02-02,5.0
dpz96df,43.82858,-79.34052,43.82996,-79.33914,43.82919,-79.33956,Markham,,Ontario,Canada,CA-ON,0.0079,3,2019-02-02,5.0
dpz9330,43.81897,-79.39819,43.82034,-79.39682,43.81921,-79.39775,Markham,,Ontario,Canada,CA-ON,0.0366,9,2019-02-02,5.0
dpz93mj,43.84094,-79.39133,43.84232,-79.38995,43.84221,-79.39115,Markham,,Ontario,Canada,CA-ON,0.0823,15,2019-02-02,5.0
dpz976j,43.82446,-79.30344,43.82584,-79.30206,43.82483,-79.30233,Markham,,Ontario,Canada,CA-ON,0.4642,53,2019-02-02,5.0
dpz97gn,43.82996,-79.28009,43.83133,-79.27872,43.83017,-79.27918,Markham,,Ontario,Canada,CA-ON,0.0594,7,2019-02-02,5.0
dpz96uc,43.83957,-79.3309,43.84094,-79.32953,43.84074,-79.33002,Markham,,Ontario,Canada,CA-ON,0.0553,7,2019-02-02,5.0
dpz96u6,43.83682,-79.32953,43.8382,-79.32816,43.83766,-79.32899,Markham,,Ontario,Canada,CA-ON,0.0092,6,2019-02-02,5.0
dpz9663,43.82584,-79.35287,43.82721,-79.3515,43.82647,-79.35202,Markham,,Ontario,Canada,CA-ON,0.0094,3,2019-02-02,5.0
dpz96cr,43.82034,-79.32266,43.82172,-79.32129,43.82046,-79.32133,Markham,,Ontario,Canada,CA-ON,0.0158,3,2019-02-02,5.0
dpz90wp,43.80249,-79.42154,43.80386,-79.42017,43.80352,-79.42099,Markham,,Ontario,Canada,CA-ON,0.0233,7,2019-02-02,5.0
dpz93vb,43.84506,-79.37622,43.84644,-79.37485,43.84584,-79.37557,Markham,,Ontario,Canada,CA-ON,0.0103,3,2019-02-02,5.0
dpz969b,43.82309,-79.34326,43.82446,-79.34189,43.82385,-79.34255,Markham,,Ontario,Canada,CA-ON,0.013,3,2019-02-02,5.0
dpz93t2,43.84232,-79.38721,43.84369,-79.38583,43.84309,-79.38671,Markham,,Ontario,Canada,CA-ON,0.0054,4,2019-02-02,5.0
dpz930q,43.81485,-79.40094,43.81622,-79.39957,43.81568,-79.40035,Markham,,Ontario,Canada,CA-ON,0.065,11,2019-02-02,5.0
dpz931m,43.82034,-79.40231,43.82172,-79.40094,43.82121,-79.40192,Markham,,Ontario,Canada,CA-ON,0.0168,6,2019-02-02,5.0
dpz91w9,43.80524,-79.38583,43.80661,-79.38446,43.8058,-79.38479,Markham,,Ontario,Canada,CA-ON,0.0511,14,2019-02-02,5.0
dpz96hz,43.83957,-79.35562,43.84094,-79.35425,43.84002,-79.35551,Markham,,Ontario,Canada,CA-ON,0.0089,3,2019-02-02,5.0
dpz97h1,43.83545,-79.31992,43.83682,-79.31854,43.83605,-79.31945,Markham,,Ontario,Canada,CA-ON,0.0947,5,2019-02-02,5.0
dpz97km,43.83682,-79.30344,43.8382,-79.30206,43.83768,-79.30341,Markham,,Ontario,Canada,CA-ON,0.1106,10,2019-02-02,5.0
dpz97m7,43.84232,-79.30618,43.84369,-79.30481,43.84302,-79.3052,Markham,,Ontario,Canada,CA-ON,0.0128,3,2019-02-02,5.0
dpz96dr,43.82584,-79.33365,43.82721,-79.33228,43.82614,-79.33263,Markham,,Ontario,Canada,CA-ON,0.0328,3,2019-02-02,5.0
dpz96cj,43.81897,-79.32541,43.82034,-79.32404,43.81969,-79.3247,Markham,,Ontario,Canada,CA-ON,0.0126,8,2019-02-02,5.0
dpz96nj,43.84644,-79.35837,43.84781,-79.35699,43.84714,-79.35742,Markham,,Ontario,Canada,CA-ON,0.0796,34,2019-02-02,5.0
dpz96ud,43.8382,-79.32953,43.83957,-79.32816,43.83889,-79.32938,Markham,,Ontario,Canada,CA-ON,0.0211,7,2019-02-02,5.0
dpz97t8,43.84369,-79.29932,43.84506,-79.29794,43.84484,-79.29867,Markham,,Ontario,Canada,CA-ON,0.1073,7,2019-02-02,5.0
dpz96u7,43.83682,-79.32816,43.8382,-79.32678,43.83794,-79.32769,Markham,,Ontario,Canada,CA-ON,0.0094,3,2019-02-02,5.0
dpz91px,43.81073,-79.39957,43.8121,-79.39819,43.81112,-79.3993,Markham,,Ontario,Canada,CA-ON,0.0665,15,2019-02-02,5.0
dpz9774,43.82996,-79.30756,43.83133,-79.30618,43.83017,-79.30669,Markham,,Ontario,Canada,CA-ON,0.1711,47,2019-02-02,5.0
dpz963t,43.82172,-79.34738,43.82309,-79.34601,43.82285,-79.34668,Markham,,Ontario,Canada,CA-ON,0.0218,3,2019-02-02,5.0
dpz97dt,43.82721,-79.29245,43.82858,-79.29108,43.82727,-79.29135,Markham,,Ontario,Canada,CA-ON,0.0127,3,2019-02-02,5.0
dpz9k5x,43.8327,-79.26773,43.83408,-79.26636,43.83306,-79.26719,Markham,,Ontario,Canada,CA-ON,0.0116,3,2019-02-02,5.0
dpz9672,43.83133,-79.35425,43.8327,-79.35287,43.83176,-79.35359,Markham,,Ontario,Canada,CA-ON,0.0207,10,2019-02-02,5.0
dpz967q,43.83133,-79.34601,43.8327,-79.34464,43.83239,-79.34575,Markham,,Ontario,Canada,CA-ON,0.0374,3,2019-02-02,5.0
dpz9625,43.81348,-79.35013,43.81485,-79.34875,43.81404,-79.34896,Markham,,Ontario,Canada,CA-ON,0.0337,28,2019-02-02,5.0
dpz91z4,43.80798,-79.37347,43.80936,-79.3721,43.80846,-79.37258,Markham,,Ontario,Canada,CA-ON,0.0497,13,2019-02-02,5.0
dpz91np,43.80249,-79.39957,43.80386,-79.39819,43.80268,-79.3989,Markham,,Ontario,Canada,CA-ON,0.2422,58,2019-02-02,5.0
dpz96d9,43.82721,-79.34189,43.82858,-79.34052,43.82791,-79.34092,Markham,,Ontario,Canada,CA-ON,0.0122,3,2019-02-02,5.0
dpz9603,43.81485,-79.36386,43.81622,-79.36249,43.81568,-79.36272,Markham,,Ontario,Canada,CA-ON,0.0308,4,2019-02-02,5.0
dpz9mj4,43.84094,-79.23065,43.84232,-79.22928,43.84169,-79.22962,Markham,,Ontario,Canada,CA-ON,0.0779,7,2019-02-02,5.0
dpz97gp,43.82996,-79.27872,43.83133,-79.27734,43.83039,-79.27788,Markham,,Ontario,Canada,CA-ON,0.248,21,2019-02-02,5.0
dpz97jp,43.84094,-79.31168,43.84232,-79.3103,43.84212,-79.31111,Markham,,Ontario,Canada,CA-ON,0.0146,5,2019-02-02,5.0
dpz93fg,43.82858,-79.3721,43.82996,-79.37073,43.82886,-79.37176,Markham,,Ontario,Canada,CA-ON,0.04,5,2019-02-02,5.0
dpz96jv,43.84506,-79.35837,43.84644,-79.35699,43.84601,-79.3572,Markham,,Ontario,Canada,CA-ON,0.0077,3,2019-02-02,5.0
dpz9ks6,43.83682,-79.25262,43.8382,-79.25125,43.83738,-79.2513,Markham,,Ontario,Canada,CA-ON,0.0157,4,2019-02-02,5.0
dpz91qm,43.80386,-79.39133,43.80524,-79.38995,43.80456,-79.39066,Markham,,Ontario,Canada,CA-ON,0.1964,26,2019-02-02,5.0
dpz96u3,43.83682,-79.3309,43.8382,-79.32953,43.83738,-79.33007,Markham,,Ontario,Canada,CA-ON,0.0193,3,2019-02-02,5.0
dpz96ut,43.8382,-79.32541,43.83957,-79.32404,43.83878,-79.32448,Markham,,Ontario,Canada,CA-ON,0.0614,5,2019-02-02,5.0
dpz97kk,43.83682,-79.30481,43.8382,-79.30344,43.83771,-79.30347,Markham,,Ontario,Canada,CA-ON,0.2241,23,2019-02-02,5.0
dpz97mk,43.84232,-79.30481,43.84369,-79.30344,43.84287,-79.30457,Markham,,Ontario,Canada,CA-ON,0.0806,27,2019-02-02,5.0
dpz96ky,43.83957,-79.34601,43.84094,-79.34464,43.8398,-79.34497,Markham,,Ontario,Canada,CA-ON,0.3918,9,2019-02-02,5.0
dpz91nz,43.80661,-79.39957,43.80798,-79.39819,43.80743,-79.39837,Markham,,Ontario,Canada,CA-ON,0.0734,11,2019-02-02,5.0
dpz97mg,43.84506,-79.30618,43.84644,-79.30481,43.84577,-79.30548,Markham,,Ontario,Canada,CA-ON,0.097,23,2019-02-02,5.0
dpz91jf,43.80112,-79.40643,43.80249,-79.40506,43.80132,-79.40548,Markham,,Ontario,Canada,CA-ON,0.0472,5,2019-02-02,5.0
dpz90v6,43.79837,-79.41742,43.79974,-79.41605,43.79873,-79.41669,Markham,,Ontario,Canada,CA-ON,0.1462,53,2019-02-02,5.0
dpz963m,43.82034,-79.34738,43.82172,-79.34601,43.82065,-79.34661,Markham,,Ontario,Canada,CA-ON,0.0509,5,2019-02-02,5.0
dpz962e,43.81622,-79.35013,43.8176,-79.34875,43.81673,-79.34932,Markham,,Ontario,Canada,CA-ON,0.0485,13,2019-02-02,5.0
dpz966m,43.82584,-79.34738,43.82721,-79.34601,43.82665,-79.34682,Markham,,Ontario,Canada,CA-ON,0.0531,22,2019-02-02,5.0
dpz96v1,43.84094,-79.3309,43.84232,-79.32953,43.84158,-79.33006,Markham,,Ontario,Canada,CA-ON,0.1761,43,2019-02-02,5.0
dpz93g0,43.82996,-79.37622,43.83133,-79.37485,43.83108,-79.3752,Markham,,Ontario,Canada,CA-ON,0.019,3,2019-02-02,5.0
dpz931p,43.81897,-79.39957,43.82034,-79.39819,43.819,-79.39904,Markham,,Ontario,Canada,CA-ON,0.0346,3,2019-02-02,5.0
dpz93hz,43.83957,-79.39957,43.84094,-79.39819,43.84064,-79.39881,Markham,,Ontario,Canada,CA-ON,0.0068,4,2019-02-02,5.0
dpz91zq,43.80936,-79.36798,43.81073,-79.36661,43.80968,-79.36723,Markham,,Ontario,Canada,CA-ON,0.0878,10,2019-02-02,5.0
dpz96d5,43.82446,-79.33914,43.82584,-79.33777,43.82536,-79.33809,Markham,,Ontario,Canada,CA-ON,0.0629,10,2019-02-02,5.0
dpz96sn,43.83545,-79.33502,43.83682,-79.33365,43.83612,-79.33416,Markham,,Ontario,Canada,CA-ON,0.1708,6,2019-02-02,5.0
dpz90wy,43.80661,-79.42291,43.80798,-79.42154,43.80728,-79.42251,Markham,,Ontario,Canada,CA-ON,0.031,7,2019-02-02,5.0
dpz9712,43.82034,-79.32129,43.82172,-79.31992,43.82053,-79.32029,Markham,,Ontario,Canada,CA-ON,0.0321,9,2019-02-02,5.0
dpz9661,43.82446,-79.35287,43.82584,-79.3515,43.82508,-79.35212,Markham,,Ontario,Canada,CA-ON,0.0238,20,2019-02-02,5.0
dpz931j,43.81897,-79.40231,43.82034,-79.40094,43.81916,-79.40154,Markham,,Ontario,Canada,CA-ON,0.0137,3,2019-02-02,5.0
dpz962h,43.81348,-79.34875,43.81485,-79.34738,43.81404,-79.34838,Markham,,Ontario,Canada,CA-ON,0.0211,11,2019-02-02,5.0
dpz8ekd,43.70636,-79.30756,43.70773,-79.30618,43.70675,-79.30701,Toronto,,Ontario,Canada,CA-ON,0.1996,31,2019-02-02,5.0
dpz2tcq,43.68851,-79.54376,43.68988,-79.54239,43.68877,-79.54279,Toronto,,Ontario,Canada,CA-ON,0.0066,3,2019-02-02,5.0
dpz2mzk,43.67752,-79.54651,43.67889,-79.54514,43.67831,-79.54594,Toronto,,Ontario,Canada,CA-ON,0.0098,3,2019-02-02,5.0
dpz8ggb,43.74619,-79.28833,43.74756,-79.28696,43.74704,-79.28728,Toronto,,Ontario,Canada,CA-ON,0.0142,3,2019-02-02,5.0
dpz8yp8,43.76678,-79.18945,43.76816,-79.18808,43.76779,-79.18924,Toronto,,Ontario,Canada,CA-ON,0.0082,3,2019-02-02,5.0
dpz94k6,43.79288,-79.3515,43.79425,-79.35013,43.79347,-79.35097,Toronto,,Ontario,Canada,CA-ON,0.037,3,2019-02-02,5.0
dpz8c5x,43.74481,-79.39957,43.74619,-79.39819,43.74499,-79.39884,Toronto,,Ontario,Canada,CA-ON,0.0281,3,2019-02-02,5.0
dpz905b,43.79013,-79.45313,43.7915,-79.45175,43.7908,-79.45276,Toronto,,Ontario,Canada,CA-ON,0.0184,3,2019-02-02,5.0
dpz9h83,43.7709,-79.254,43.77228,-79.25262,43.77158,-79.25375,Toronto,,Ontario,Canada,CA-ON,0.0131,3,2019-02-02,5.0
dpz90g4,43.78601,-79.41742,43.78738,-79.41605,43.78657,-79.41727,Toronto,,Ontario,Canada,CA-ON,0.0293,3,2019-02-02,5.0
dpz2x9v,43.69125,-79.46823,43.69263,-79.46686,43.69176,-79.46777,Toronto,,Ontario,Canada,CA-ON,0.021,4,2019-02-02,5.0
dpz2wk2,43.70499,-79.53003,43.70636,-79.52866,43.70525,-79.52949,Toronto,,Ontario,Canada,CA-ON,0.036,5,2019-02-02,5.0
dpz8uxk,43.76541,-79.24988,43.76678,-79.2485,43.76603,-79.2492,Toronto,,Ontario,Canada,CA-ON,0.0321,5,2019-02-02,5.0
dpz9h0f,43.77365,-79.2746,43.77502,-79.27322,43.77432,-79.2735,Toronto,,Ontario,Canada,CA-ON,0.0165,5,2019-02-02,5.0
dpz2vze,43.76678,-79.54788,43.76816,-79.54651,43.76735,-79.5474,Toronto,,Ontario,Canada,CA-ON,0.0455,5,2019-02-02,5.0
dpz2vsr,43.74893,-79.55338,43.75031,-79.552,43.74998,-79.55253,Toronto,,Ontario,Canada,CA-ON,0.0366,6,2019-02-02,5.0
dpz2rwr,43.67203,-79.46548,43.6734,-79.46411,43.67306,-79.46495,Toronto,,Ontario,Canada,CA-ON,0.0339,6,2019-02-02,5.0
dpz8gzj,43.76404,-79.28146,43.76541,-79.28009,43.76475,-79.28076,Toronto,,Ontario,Canada,CA-ON,0.0351,6,2019-02-02,5.0
dpz95y6,43.80386,-79.28558,43.80524,-79.28421,43.80408,-79.28476,Toronto,,Ontario,Canada,CA-ON,0.029,6,2019-02-02,5.0
dpz8g8r,43.72696,-79.2897,43.72833,-79.28833,43.72758,-79.28904,Toronto,,Ontario,Canada,CA-ON,0.0186,6,2019-02-02,5.0
dpz8336,43.64456,-79.39545,43.64594,-79.39407,43.64545,-79.39499,Toronto,,Ontario,Canada,CA-ON,0.0149,7,2019-02-02,5.0
dpz89t5,43.70911,-79.38309,43.71048,-79.38171,43.71002,-79.38225,Toronto,,Ontario,Canada,CA-ON,0.0687,8,2019-02-02,5.0
dpz8bcb,43.7352,-79.42017,43.73657,-79.41879,43.73584,-79.41991,Toronto,,Ontario,Canada,CA-ON,0.0206,8,2019-02-02,5.0
dpz2jgt,43.61298,-79.54514,43.61435,-79.54376,43.61414,-79.54428,Toronto,,Ontario,Canada,CA-ON,0.0457,9,2019-02-02,5.0
dpz2xzj,43.72009,-79.45724,43.72147,-79.45587,43.72072,-79.45616,Toronto,,Ontario,Canada,CA-ON,0.0226,9,2019-02-02,5.0
dpz2rwm,43.67203,-79.46823,43.6734,-79.46686,43.6725,-79.46754,Toronto,,Ontario,Canada,CA-ON,0.0164,9,2019-02-02,5.0
dpz832s,43.64044,-79.3927,43.64182,-79.39133,43.64088,-79.39193,Toronto,,Ontario,Canada,CA-ON,0.0218,10,2019-02-02,5.0
dpz2ud2,43.73795,-79.60693,43.73932,-79.60556,43.73881,-79.60624,Toronto,,Ontario,Canada,CA-ON,0.0137,10,2019-02-02,5.0
dpz831h,43.64319,-79.40369,43.64456,-79.40231,43.64392,-79.40288,Toronto,,Ontario,Canada,CA-ON,0.0168,11,2019-02-02,5.0
dpz94u2,43.79288,-79.33228,43.79425,-79.3309,43.79312,-79.33147,Toronto,,Ontario,Canada,CA-ON,0.0372,11,2019-02-02,5.0
dpz9h0e,43.77228,-79.27322,43.77365,-79.27185,43.77305,-79.27291,Toronto,,Ontario,Canada,CA-ON,0.024,11,2019-02-02,5.0
dpz2sf8,43.69537,-79.59595,43.69675,-79.59457,43.69662,-79.59478,Toronto,,Ontario,Canada,CA-ON,0.0311,12,2019-02-02,5.0
dpz3n2n,43.76953,-79.52179,43.7709,-79.52042,43.76999,-79.52064,Toronto,,Ontario,Canada,CA-ON,0.0652,15,2019-02-02,5.0
dpz886c,43.69675,-79.44077,43.69812,-79.43939,43.69783,-79.44027,Toronto,,Ontario,Canada,CA-ON,0.0725,16,2019-02-02,5.0
dpz8bvx,43.7558,-79.41055,43.75717,-79.40918,43.75677,-79.40978,Toronto,,Ontario,Canada,CA-ON,0.0156,16,2019-02-02,5.0
dpz89vd,43.71185,-79.37347,43.71323,-79.3721,43.71196,-79.37304,Toronto,,Ontario,Canada,CA-ON,0.0997,18,2019-02-02,5.0
dpz2tku,43.70773,-79.56848,43.70911,-79.56711,43.70845,-79.5682,Toronto,,Ontario,Canada,CA-ON,0.1724,20,2019-02-02,5.0
dpz3p6z,43.78464,-79.47647,43.78601,-79.4751,43.78579,-79.47584,Toronto,,Ontario,Canada,CA-ON,0.1925,29,2019-02-02,5.0
dpz3pd7,43.78189,-79.47098,43.78326,-79.4696,43.78224,-79.47001,Toronto,,Ontario,Canada,CA-ON,0.3445,148,2019-02-02,5.0
dpz9jvb,43.80112,-79.20044,43.80249,-79.19907,43.80197,-79.19983,Toronto,,Ontario,Canada,CA-ON,0.0822,55,2019-02-02,5.0
dpz95be,43.77228,-79.28421,43.77365,-79.28284,43.7728,-79.28351,Toronto,,Ontario,Canada,CA-ON,0.0394,48,2019-02-02,5.0
dpz2xy1,43.7146,-79.46274,43.71597,-79.46136,43.71532,-79.46211,Toronto,,Ontario,Canada,CA-ON,0.0245,3,2019-02-02,5.0
dpz892h,43.68164,-79.3927,43.68301,-79.39133,43.68232,-79.39192,Toronto,,Ontario,Canada,CA-ON,0.0088,3,2019-02-02,5.0
dpz8s66,43.694,-79.26361,43.69537,-79.26224,43.6942,-79.26278,Toronto,,Ontario,Canada,CA-ON,0.0201,3,2019-02-02,5.0
dpz2u7x,43.74481,-79.60831,43.74619,-79.60693,43.74547,-79.60817,Toronto,,Ontario,Canada,CA-ON,0.0084,3,2019-02-02,5.0
dpz94hp,43.7915,-79.35562,43.79288,-79.35425,43.79261,-79.35456,Toronto,,Ontario,Canada,CA-ON,0.0298,3,2019-02-02,5.0
dpz9491,43.77502,-79.34189,43.7764,-79.34052,43.77623,-79.34121,Toronto,,Ontario,Canada,CA-ON,0.0278,3,2019-02-02,5.0
dpz8dh6,43.70499,-79.36249,43.70636,-79.36111,43.70578,-79.36162,Toronto,,Ontario,Canada,CA-ON,0.0078,3,2019-02-02,5.0
dpz8epb,43.72421,-79.32129,43.72559,-79.31992,43.72555,-79.32127,Toronto,,Ontario,Canada,CA-ON,0.0045,3,2019-02-02,5.0
dpz8bzr,43.76541,-79.41055,43.76678,-79.40918,43.76608,-79.40997,Toronto,,Ontario,Canada,CA-ON,0.0119,3,2019-02-02,5.0
dpz8gxm,43.76541,-79.29245,43.76678,-79.29108,43.76646,-79.29192,Toronto,,Ontario,Canada,CA-ON,0.012,3,2019-02-02,5.0
dpz8676,43.65555,-79.3515,43.65692,-79.35013,43.6566,-79.35097,Toronto,,Ontario,Canada,CA-ON,0.0117,4,2019-02-02,5.0
dpz2rfh,43.64868,-79.45862,43.65005,-79.45724,43.64907,-79.4579,Toronto,,Ontario,Canada,CA-ON,0.0395,4,2019-02-02,5.0
dpz82n5,43.67065,-79.44901,43.67203,-79.44763,43.67142,-79.44848,Toronto,,Ontario,Canada,CA-ON,0.0173,5,2019-02-02,5.0
dpz97d1,43.82446,-79.29794,43.82584,-79.29657,43.8252,-79.29705,Toronto,,Ontario,Canada,CA-ON,0.0228,6,2019-02-02,5.0
dpz833e,43.64594,-79.39407,43.64731,-79.3927,43.64708,-79.39354,Toronto,,Ontario,Canada,CA-ON,0.06,6,2019-02-02,5.0
dpz8gqr,43.75992,-79.30069,43.76129,-79.29932,43.76059,-79.30055,Toronto,,Ontario,Canada,CA-ON,0.0267,6,2019-02-02,5.0
dpz2wn4,43.7146,-79.53827,43.71597,-79.5369,43.71557,-79.53704,Toronto,,Ontario,Canada,CA-ON,0.0173,6,2019-02-02,5.0
dpz9jfn,43.78052,-79.1922,43.78189,-79.19083,43.78113,-79.19154,Toronto,,Ontario,Canada,CA-ON,0.0235,6,2019-02-02,5.0
dpz8g04,43.72559,-79.31854,43.72696,-79.31717,43.72615,-79.31783,Toronto,,Ontario,Canada,CA-ON,0.0062,7,2019-02-02,5.0
dpz86ph,43.67615,-79.35974,43.67752,-79.35837,43.67641,-79.35874,Toronto,,Ontario,Canada,CA-ON,0.0223,7,2019-02-02,5.0
dpz8dnp,43.7146,-79.35562,43.71597,-79.35425,43.71571,-79.35496,Toronto,,Ontario,Canada,CA-ON,0.0463,7,2019-02-02,5.0
dpz83ek,43.65555,-79.38171,43.65692,-79.38034,43.65616,-79.38089,Toronto,,Ontario,Canada,CA-ON,0.0283,7,2019-02-02,5.0
dpz89fe,43.69537,-79.3721,43.69675,-79.37073,43.69637,-79.37143,Toronto,,Ontario,Canada,CA-ON,0.0092,8,2019-02-02,5.0
dpz8tpb,43.72421,-79.2334,43.72559,-79.23203,43.72471,-79.23274,Toronto,,Ontario,Canada,CA-ON,0.0372,8,2019-02-02,5.0
dpz2zns,43.76129,-79.49158,43.76266,-79.4902,43.76177,-79.49057,Toronto,,Ontario,Canada,CA-ON,0.1055,8,2019-02-02,5.0
dpz8970,43.69812,-79.39819,43.69949,-79.39682,43.69874,-79.39704,Toronto,,Ontario,Canada,CA-ON,0.0544,9,2019-02-02,5.0
dpz2jg4,43.61023,-79.54926,43.6116,-79.54788,43.61073,-79.54888,Toronto,,Ontario,Canada,CA-ON,0.0296,14,2019-02-02,5.0
dpz2nrx,43.63495,-79.52042,43.63632,-79.51904,43.63553,-79.51963,Toronto,,Ontario,Canada,CA-ON,0.0332,14,2019-02-02,5.0
dpz8ggf,43.74619,-79.28558,43.74756,-79.28421,43.74687,-79.28461,Toronto,,Ontario,Canada,CA-ON,0.0502,15,2019-02-02,5.0
dpz9k95,43.81897,-79.25125,43.82034,-79.24988,43.81928,-79.25074,Toronto,,Ontario,Canada,CA-ON,0.246,18,2019-02-02,5.0
dpz2svp,43.70911,-79.58633,43.71048,-79.58496,43.70946,-79.58557,Toronto,,Ontario,Canada,CA-ON,0.1675,25,2019-02-02,5.0
dpz8g0j,43.72559,-79.31442,43.72696,-79.31305,43.72597,-79.31367,Toronto,,Ontario,Canada,CA-ON,0.012,27,2019-02-02,5.0
dpz8sjf,43.71323,-79.2746,43.7146,-79.27322,43.71363,-79.27399,Toronto,,Ontario,Canada,CA-ON,0.273,77,2019-02-02,5.0
dpz9kc6,43.82034,-79.24164,43.82172,-79.24026,43.82123,-79.24106,Toronto,,Ontario,Canada,CA-ON,1.3971,102,2019-02-02,5.0
dpz8u3x,43.73383,-79.25674,43.7352,-79.25537,43.73486,-79.25636,Toronto,,Ontario,Canada,CA-ON,0.0234,3,2019-02-02,5.0
dpz833c,43.64731,-79.39682,43.64868,-79.39545,43.64776,-79.39603,Toronto,,Ontario,Canada,CA-ON,0.0118,3,2019-02-02,5.0
dpxrvzm,43.58963,-79.54514,43.591,-79.54376,43.59056,-79.54489,Toronto,,Ontario,Canada,CA-ON,0.0174,3,2019-02-02,5.0
dpz2u3w,43.73383,-79.60968,43.7352,-79.60831,43.73433,-79.60916,Toronto,,Ontario,Canada,CA-ON,0.0182,3,2019-02-02,5.0
dpz8fmm,43.75443,-79.34738,43.7558,-79.34601,43.75563,-79.34692,Toronto,,Ontario,Canada,CA-ON,0.007,3,2019-02-02,5.0
dpz2u8g,43.72971,-79.60281,43.73108,-79.60144,43.73072,-79.60194,Toronto,,Ontario,Canada,CA-ON,0.0096,3,2019-02-02,5.0
dpz9h8d,43.77228,-79.25262,43.77365,-79.25125,43.77287,-79.25164,Toronto,,Ontario,Canada,CA-ON,0.008,3,2019-02-02,5.0
dpz9hbf,43.77365,-79.24164,43.77502,-79.24026,43.7745,-79.24089,Toronto,,Ontario,Canada,CA-ON,0.0149,3,2019-02-02,5.0
dpz82dg,43.6528,-79.42703,43.65417,-79.42566,43.65367,-79.42619,Toronto,,Ontario,Canada,CA-ON,0.0111,4,2019-02-02,5.0
dpz90cv,43.77914,-79.4133,43.78052,-79.41193,43.78026,-79.41305,Toronto,,Ontario,Canada,CA-ON,0.0061,4,2019-02-02,5.0
dpz8g85,43.72559,-79.2952,43.72696,-79.29382,43.72631,-79.29463,Toronto,,Ontario,Canada,CA-ON,0.0094,4,2019-02-02,5.0
dpz835x,43.65692,-79.39957,43.65829,-79.39819,43.65816,-79.39888,Toronto,,Ontario,Canada,CA-ON,0.0146,4,2019-02-02,5.0
dpz2nnx,43.62946,-79.5314,43.63083,-79.53003,43.63039,-79.53085,Toronto,,Ontario,Canada,CA-ON,0.0234,5,2019-02-02,5.0
dpz83d1,43.64868,-79.38583,43.65005,-79.38446,43.64945,-79.38548,Toronto,,Ontario,Canada,CA-ON,0.0213,5,2019-02-02,5.0
dpz89e0,43.69812,-79.38721,43.69949,-79.38583,43.69906,-79.38642,Toronto,,Ontario,Canada,CA-ON,0.0169,5,2019-02-02,5.0
dpz2yqb,43.76266,-79.53003,43.76404,-79.52866,43.76294,-79.52957,Toronto,,Ontario,Canada,CA-ON,0.019,5,2019-02-02,5.0
dpz2scn,43.68713,-79.58771,43.68851,-79.58633,43.68793,-79.58705,Toronto,,Ontario,Canada,CA-ON,0.0207,7,2019-02-02,5.0
dpz9kf7,43.82584,-79.24026,43.82721,-79.23889,43.8268,-79.23929,Toronto,,Ontario,Canada,CA-ON,0.2443,10,2019-02-02,5.0
dpz2x4q,43.694,-79.48883,43.69537,-79.48746,43.69532,-79.48774,Toronto,,Ontario,Canada,CA-ON,0.0295,13,2019-02-02,5.0
dpz8649,43.65143,-79.36386,43.6528,-79.36249,43.65232,-79.36313,Toronto,,Ontario,Canada,CA-ON,0.0127,13,2019-02-02,5.0
dpz8gbz,43.72971,-79.27872,43.73108,-79.27734,43.73012,-79.27779,Toronto,,Ontario,Canada,CA-ON,0.0586,14,2019-02-02,5.0
dpz91qr,43.80386,-79.38858,43.80524,-79.38721,43.80497,-79.38829,Toronto,,Ontario,Canada,CA-ON,0.1295,17,2019-02-02,5.0
dpz83cn,43.64319,-79.36798,43.64456,-79.36661,43.6443,-79.36789,Toronto,,Ontario,Canada,CA-ON,0.1527,20,2019-02-02,5.0
dpz3nc9,43.77777,-79.50668,43.77914,-79.50531,43.77877,-79.50599,Toronto,,Ontario,Canada,CA-ON,0.4677,145,2019-02-02,5.0
dpz89u1,43.70361,-79.37485,43.70499,-79.37347,43.70452,-79.37438,Toronto,,Ontario,Canada,CA-ON,0.0271,3,2019-02-02,5.0
dpz8ey7,43.71597,-79.28421,43.71735,-79.28284,43.71695,-79.28312,Toronto,,Ontario,Canada,CA-ON,0.0111,3,2019-02-02,5.0
