Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz2q35,43.64319,-79.52591,43.64456,-79.52454,43.64431,-79.52532,Toronto,,Ontario,Canada,CA-ON,0.0449,6,2019-02-02,5.0
dpz2yee,43.74481,-79.51492,43.74619,-79.51355,43.74582,-79.51484,Toronto,,Ontario,Canada,CA-ON,0.0744,7,2019-02-02,5.0
dpz2tr9,43.72284,-79.5726,43.72421,-79.57123,43.72343,-79.57227,Toronto,,Ontario,Canada,CA-ON,0.0337,8,2019-02-02,5.0
dpz83tb,43.66928,-79.38721,43.67065,-79.38583,43.66981,-79.38657,Toronto,,Ontario,Canada,CA-ON,0.0136,10,2019-02-02,5.0
dpz8bc0,43.73108,-79.42017,43.73245,-79.41879,43.73146,-79.41924,Toronto,,Ontario,Canada,CA-ON,0.1034,11,2019-02-02,5.0
dpz2tfh,43.69263,-79.54651,43.694,-79.54514,43.69367,-79.54519,Toronto,,Ontario,Canada,CA-ON,0.0499,11,2019-02-02,5.0
dpz83de,43.65143,-79.38309,43.6528,-79.38171,43.65206,-79.38228,Toronto,,Ontario,Canada,CA-ON,0.0177,12,2019-02-02,5.0
dpz8g5r,43.74344,-79.31168,43.74481,-79.3103,43.74396,-79.31047,Toronto,,Ontario,Canada,CA-ON,0.0613,16,2019-02-02,5.0
dpz2kz7,43.67752,-79.59183,43.67889,-79.59045,43.67798,-79.59154,Toronto,,Ontario,Canada,CA-ON,0.0574,19,2019-02-02,5.0
dpz2n3z,43.60336,-79.52042,43.60474,-79.51904,43.60404,-79.5193,Toronto,,Ontario,Canada,CA-ON,0.0291,19,2019-02-02,5.0
dpz8ujz,43.75717,-79.26773,43.75854,-79.26636,43.75809,-79.26748,Toronto,,Ontario,Canada,CA-ON,0.0577,20,2019-02-02,5.0
dpz2vgz,43.74619,-79.54239,43.74756,-79.54102,43.74704,-79.54129,Toronto,,Ontario,Canada,CA-ON,0.2446,27,2019-02-02,5.0
dpz2vuz,43.75168,-79.54239,43.75305,-79.54102,43.75213,-79.54214,Toronto,,Ontario,Canada,CA-ON,0.0955,115,2019-02-02,5.0
dpz8gjc,43.75717,-79.31992,43.75854,-79.31854,43.75802,-79.31894,Toronto,,Ontario,Canada,CA-ON,0.113,39,2019-02-02,5.0
dpz96cn,43.81897,-79.32404,43.82034,-79.32266,43.81983,-79.32367,Toronto,,Ontario,Canada,CA-ON,0.0111,3,2019-02-02,5.0
dpz9hz2,43.80936,-79.24438,43.81073,-79.24301,43.81007,-79.24318,Toronto,,Ontario,Canada,CA-ON,0.0061,3,2019-02-02,5.0
dpz2yrx,43.76678,-79.52042,43.76816,-79.51904,43.76739,-79.52002,Toronto,,Ontario,Canada,CA-ON,0.0387,3,2019-02-02,5.0
dpz83fe,43.65143,-79.3721,43.6528,-79.37073,43.6518,-79.37131,Toronto,,Ontario,Canada,CA-ON,0.0267,3,2019-02-02,5.0
dpz81pd,43.63495,-79.40643,43.63632,-79.40506,43.63582,-79.40602,Toronto,,Ontario,Canada,CA-ON,0.0159,3,2019-02-02,5.0
dpz2t38,43.68988,-79.57397,43.69125,-79.5726,43.69106,-79.57337,Toronto,,Ontario,Canada,CA-ON,0.0187,3,2019-02-02,5.0
dpz9kb5,43.81348,-79.24026,43.81485,-79.23889,43.8141,-79.23924,Toronto,,Ontario,Canada,CA-ON,0.0153,3,2019-02-02,5.0
dpz83ke,43.66241,-79.39407,43.66379,-79.3927,43.663,-79.39289,Toronto,,Ontario,Canada,CA-ON,0.0284,3,2019-02-02,5.0
dpz8u0g,43.72971,-79.27322,43.73108,-79.27185,43.73105,-79.27248,Toronto,,Ontario,Canada,CA-ON,0.0236,3,2019-02-02,5.0
dpz86s4,43.65967,-79.34052,43.66104,-79.33914,43.66081,-79.33997,Toronto,,Ontario,Canada,CA-ON,0.0185,4,2019-02-02,5.0
dpz8g84,43.72559,-79.29657,43.72696,-79.2952,43.72604,-79.29573,Toronto,,Ontario,Canada,CA-ON,0.0384,4,2019-02-02,5.0
dpz8gcq,43.73245,-79.28009,43.73383,-79.27872,43.73313,-79.27948,Toronto,,Ontario,Canada,CA-ON,0.02,5,2019-02-02,5.0
dpz833g,43.64731,-79.39407,43.64868,-79.3927,43.64782,-79.3932,Toronto,,Ontario,Canada,CA-ON,0.0285,5,2019-02-02,5.0
dpz9n0v,43.77365,-79.18259,43.77502,-79.18121,43.77435,-79.18215,Toronto,,Ontario,Canada,CA-ON,0.0245,5,2019-02-02,5.0
dpz830t,43.64044,-79.40231,43.64182,-79.40094,43.64104,-79.40147,Toronto,,Ontario,Canada,CA-ON,0.0201,6,2019-02-02,5.0
dpz2pnn,43.62671,-79.48883,43.62808,-79.48746,43.62735,-79.48827,Toronto,,Ontario,Canada,CA-ON,0.0131,6,2019-02-02,5.0
dpz95hu,43.79562,-79.3158,43.797,-79.31442,43.79674,-79.31551,Toronto,,Ontario,Canada,CA-ON,0.0139,7,2019-02-02,5.0
dpz8dtn,43.70911,-79.33502,43.71048,-79.33365,43.70998,-79.33439,Toronto,,Ontario,Canada,CA-ON,0.01,8,2019-02-02,5.0
dpz2wnf,43.71872,-79.53827,43.72009,-79.5369,43.71912,-79.53767,Toronto,,Ontario,Canada,CA-ON,0.0515,9,2019-02-02,5.0
dpz94mb,43.80112,-79.35425,43.80249,-79.35287,43.80159,-79.35345,Toronto,,Ontario,Canada,CA-ON,0.0707,10,2019-02-02,5.0
dpz80qy,43.63083,-79.4339,43.6322,-79.43253,43.63185,-79.4327,Toronto,,Ontario,Canada,CA-ON,0.0949,11,2019-02-02,5.0
dpz8gvx,43.7558,-79.27872,43.75717,-79.27734,43.75639,-79.27754,Toronto,,Ontario,Canada,CA-ON,0.0355,12,2019-02-02,5.0
dpz2vz2,43.76541,-79.552,43.76678,-79.55063,43.76654,-79.55132,Toronto,,Ontario,Canada,CA-ON,0.3579,16,2019-02-02,5.0
dpz8f90,43.73108,-79.34326,43.73245,-79.34189,43.73215,-79.34222,Toronto,,Ontario,Canada,CA-ON,0.0566,16,2019-02-02,5.0
dpz9hu3,43.79288,-79.24301,43.79425,-79.24164,43.79309,-79.24274,Toronto,,Ontario,Canada,CA-ON,0.1038,23,2019-02-02,5.0
dpz2zxv,43.76816,-79.46823,43.76953,-79.46686,43.76889,-79.46713,Toronto,,Ontario,Canada,CA-ON,0.0339,27,2019-02-02,5.0
dpz2z39,43.73383,-79.48471,43.7352,-79.48334,43.73475,-79.48394,Toronto,,Ontario,Canada,CA-ON,0.2397,44,2019-02-02,5.0
dpz8g7k,43.74344,-79.30481,43.74481,-79.30344,43.74352,-79.30385,Toronto,,Ontario,Canada,CA-ON,0.0083,3,2019-02-02,5.0
dpz8b1h,43.73108,-79.44763,43.73245,-79.44626,43.73148,-79.44719,Toronto,,Ontario,Canada,CA-ON,0.0038,3,2019-02-02,5.0
dpz839p,43.64319,-79.37759,43.64456,-79.37622,43.64367,-79.3769,Toronto,,Ontario,Canada,CA-ON,0.0081,3,2019-02-02,5.0
dpz2xbm,43.68301,-79.45724,43.68439,-79.45587,43.68312,-79.45685,Toronto,,Ontario,Canada,CA-ON,0.0061,3,2019-02-02,5.0
dpz3n9m,43.7764,-79.51218,43.77777,-79.5108,43.77754,-79.51152,Toronto,,Ontario,Canada,CA-ON,0.0288,3,2019-02-02,5.0
dpz2u1v,43.7352,-79.62204,43.73657,-79.62067,43.73524,-79.62134,Toronto,,Ontario,Canada,CA-ON,0.0072,3,2019-02-02,5.0
dpz2v3p,43.73108,-79.56436,43.73245,-79.56299,43.73221,-79.56315,Toronto,,Ontario,Canada,CA-ON,0.0101,3,2019-02-02,5.0
dpz8gjy,43.75717,-79.31305,43.75854,-79.31168,43.75796,-79.31269,Toronto,,Ontario,Canada,CA-ON,0.0193,3,2019-02-02,5.0
dpz91b4,43.76953,-79.37347,43.7709,-79.3721,43.76998,-79.3729,Toronto,,Ontario,Canada,CA-ON,0.0141,3,2019-02-02,5.0
dpz2y15,43.73108,-79.5369,43.73245,-79.53552,43.73179,-79.53664,Toronto,,Ontario,Canada,CA-ON,0.0336,3,2019-02-02,5.0
dpz2jcm,43.60062,-79.54514,43.60199,-79.54376,43.60144,-79.54495,Toronto,,Ontario,Canada,CA-ON,0.0071,3,2019-02-02,5.0
dpz962j,43.81348,-79.34738,43.81485,-79.34601,43.81457,-79.34639,Toronto,,Ontario,Canada,CA-ON,0.0405,3,2019-02-02,5.0
dpz2tqh,43.7146,-79.56848,43.71597,-79.56711,43.71527,-79.56838,Toronto,,Ontario,Canada,CA-ON,0.0112,3,2019-02-02,5.0
dpz83d3,43.65005,-79.38583,43.65143,-79.38446,43.65096,-79.38498,Toronto,,Ontario,Canada,CA-ON,0.0184,3,2019-02-02,5.0
dpz88jq,43.71048,-79.44489,43.71185,-79.44351,43.71096,-79.4443,Toronto,,Ontario,Canada,CA-ON,0.0122,3,2019-02-02,5.0
dpz82n2,43.67203,-79.45313,43.6734,-79.45175,43.67244,-79.45218,Toronto,,Ontario,Canada,CA-ON,0.0532,4,2019-02-02,5.0
dpz8dze,43.72284,-79.32816,43.72421,-79.32678,43.72388,-79.32744,Toronto,,Ontario,Canada,CA-ON,0.0217,4,2019-02-02,5.0
dpz8g35,43.73108,-79.30618,43.73245,-79.30481,43.73183,-79.30563,Toronto,,Ontario,Canada,CA-ON,0.0229,4,2019-02-02,5.0
dpz2nkj,43.61572,-79.52316,43.6171,-79.52179,43.61622,-79.52266,Toronto,,Ontario,Canada,CA-ON,0.011,4,2019-02-02,5.0
dpz8crp,43.76404,-79.38858,43.76541,-79.38721,43.76491,-79.38758,Toronto,,Ontario,Canada,CA-ON,0.0336,4,2019-02-02,5.0
dpz917e,43.78876,-79.39407,43.79013,-79.3927,43.78892,-79.39284,Toronto,,Ontario,Canada,CA-ON,0.1365,5,2019-02-02,5.0
dpz8dgp,43.69812,-79.32266,43.69949,-79.32129,43.69931,-79.32196,Toronto,,Ontario,Canada,CA-ON,0.0381,5,2019-02-02,5.0
dpz2z5x,43.74481,-79.48746,43.74619,-79.48608,43.74508,-79.48638,Toronto,,Ontario,Canada,CA-ON,0.0344,5,2019-02-02,5.0
dpz86z2,43.67752,-79.33228,43.67889,-79.3309,43.67836,-79.33103,Toronto,,Ontario,Canada,CA-ON,0.0797,5,2019-02-02,5.0
dpz83mp,43.66516,-79.38858,43.66653,-79.38721,43.66546,-79.3877,Toronto,,Ontario,Canada,CA-ON,0.0498,5,2019-02-02,5.0
dpz9hfp,43.78052,-79.23477,43.78189,-79.2334,43.78143,-79.2338,Toronto,,Ontario,Canada,CA-ON,0.0126,6,2019-02-02,5.0
dpz2xtq,43.71048,-79.46686,43.71185,-79.46548,43.71159,-79.46622,Toronto,,Ontario,Canada,CA-ON,0.0165,6,2019-02-02,5.0
dpz2w7g,43.70224,-79.52591,43.70361,-79.52454,43.70318,-79.52521,Toronto,,Ontario,Canada,CA-ON,0.0717,6,2019-02-02,5.0
dpz8dq6,43.71597,-79.3515,43.71735,-79.35013,43.7168,-79.35067,Toronto,,Ontario,Canada,CA-ON,0.0292,8,2019-02-02,5.0
dpz884s,43.69537,-79.44763,43.69675,-79.44626,43.69613,-79.44729,Toronto,,Ontario,Canada,CA-ON,0.0181,8,2019-02-02,5.0
dpz89pv,43.72421,-79.40231,43.72559,-79.40094,43.72532,-79.40186,Toronto,,Ontario,Canada,CA-ON,0.0724,9,2019-02-02,5.0
dpz8bm7,43.75443,-79.43802,43.7558,-79.43665,43.75565,-79.4371,Toronto,,Ontario,Canada,CA-ON,0.044,9,2019-02-02,5.0
dpz2xwj,43.7146,-79.46823,43.71597,-79.46686,43.71553,-79.4675,Toronto,,Ontario,Canada,CA-ON,0.0377,9,2019-02-02,5.0
dpz83gq,43.65555,-79.36798,43.65692,-79.36661,43.65647,-79.36724,Toronto,,Ontario,Canada,CA-ON,0.1447,10,2019-02-02,5.0
dpxrypc,43.59238,-79.53964,43.59375,-79.53827,43.59327,-79.53868,Toronto,,Ontario,Canada,CA-ON,0.0249,10,2019-02-02,5.0
dpz90bk,43.7709,-79.41467,43.77228,-79.4133,43.77159,-79.41358,Toronto,,Ontario,Canada,CA-ON,0.0712,10,2019-02-02,5.0
dpz904t,43.78326,-79.44626,43.78464,-79.44489,43.78345,-79.44539,Toronto,,Ontario,Canada,CA-ON,0.0603,10,2019-02-02,5.0
dpz2zbu,43.72971,-79.45862,43.73108,-79.45724,43.73007,-79.45831,Toronto,,Ontario,Canada,CA-ON,0.0167,12,2019-02-02,5.0
dpz8fj5,43.75305,-79.36111,43.75443,-79.35974,43.75365,-79.36009,Toronto,,Ontario,Canada,CA-ON,0.059,13,2019-02-02,5.0
dpz2rmv,43.66928,-79.47922,43.67065,-79.47784,43.67022,-79.47811,Toronto,,Ontario,Canada,CA-ON,0.0662,15,2019-02-02,5.0
dpz2mrv,43.68027,-79.56711,43.68164,-79.56573,43.68071,-79.5659,Toronto,,Ontario,Canada,CA-ON,0.0929,18,2019-02-02,5.0
dpz8bdw,43.73932,-79.42291,43.74069,-79.42154,43.7402,-79.42178,Toronto,,Ontario,Canada,CA-ON,0.0249,20,2019-02-02,5.0
dpz2yhc,43.75168,-79.53964,43.75305,-79.53827,43.75257,-79.5392,Toronto,,Ontario,Canada,CA-ON,0.0442,20,2019-02-02,5.0
dpz3p9s,43.77777,-79.4696,43.77914,-79.46823,43.77823,-79.4691,Toronto,,Ontario,Canada,CA-ON,0.1613,76,2019-02-02,5.0
dpz8dx5,43.72009,-79.33914,43.72147,-79.33777,43.72061,-79.33881,Toronto,,Ontario,Canada,CA-ON,0.0737,46,2019-02-02,5.0
dpz3p4m,43.78189,-79.4902,43.78326,-79.48883,43.7827,-79.48973,Toronto,,Ontario,Canada,CA-ON,0.0571,39,2019-02-02,5.0
dpz2q0s,43.64044,-79.53552,43.64182,-79.53415,43.64106,-79.53488,Toronto,,Ontario,Canada,CA-ON,0.0481,38,2019-02-02,5.0
dpz2u93,43.73245,-79.60556,43.73383,-79.60419,43.73357,-79.60476,Toronto,,Ontario,Canada,CA-ON,0.008,3,2019-02-02,5.0
dpz8equ,43.71872,-79.30481,43.72009,-79.30344,43.71917,-79.30424,Toronto,,Ontario,Canada,CA-ON,0.0159,3,2019-02-02,5.0
dpz2mq9,43.6734,-79.5726,43.67477,-79.57123,43.6736,-79.57156,Toronto,,Ontario,Canada,CA-ON,0.0073,3,2019-02-02,5.0
dpz8vec,43.74619,-79.21005,43.74756,-79.20868,43.74649,-79.20894,Toronto,,Ontario,Canada,CA-ON,0.004,3,2019-02-02,5.0
dpz865t,43.65692,-79.35837,43.65829,-79.35699,43.65717,-79.35753,Toronto,,Ontario,Canada,CA-ON,0.0174,3,2019-02-02,5.0
dpz2tjt,43.71185,-79.57809,43.71323,-79.57672,43.71291,-79.57742,Toronto,,Ontario,Canada,CA-ON,0.0236,3,2019-02-02,5.0
dpz2zuv,43.75168,-79.45724,43.75305,-79.45587,43.7518,-79.45638,Toronto,,Ontario,Canada,CA-ON,0.0098,3,2019-02-02,5.0
dpz8eby,43.68576,-79.28009,43.68713,-79.27872,43.68681,-79.27896,Toronto,,Ontario,Canada,CA-ON,0.0496,3,2019-02-02,5.0
dpz897x,43.70087,-79.38858,43.70224,-79.38721,43.7017,-79.38745,Toronto,,Ontario,Canada,CA-ON,0.0123,3,2019-02-02,5.0
dpz9k9y,43.82309,-79.24713,43.82446,-79.24576,43.82411,-79.24619,Toronto,,Ontario,Canada,CA-ON,0.0107,3,2019-02-02,5.0
dpz95f2,43.78189,-79.28833,43.78326,-79.28696,43.78274,-79.28799,Toronto,,Ontario,Canada,CA-ON,0.0083,4,2019-02-02,5.0
dpz90g3,43.78738,-79.41879,43.78876,-79.41742,43.78836,-79.4176,Toronto,,Ontario,Canada,CA-ON,0.0224,5,2019-02-02,5.0
dpz2xwt,43.71735,-79.46823,43.71872,-79.46686,43.71787,-79.46762,Toronto,,Ontario,Canada,CA-ON,0.018,5,2019-02-02,5.0
dpz976p,43.82446,-79.30069,43.82584,-79.29932,43.82541,-79.29987,Toronto,,Ontario,Canada,CA-ON,0.0748,5,2019-02-02,5.0
dpz8ec8,43.68988,-79.28833,43.69125,-79.28696,43.69071,-79.28804,Toronto,,Ontario,Canada,CA-ON,0.0369,6,2019-02-02,5.0
dpz9keg,43.83408,-79.25125,43.83545,-79.24988,43.83468,-79.25099,Toronto,,Ontario,Canada,CA-ON,0.0648,6,2019-02-02,5.0
dpz2rty,43.66928,-79.46686,43.67065,-79.46548,43.66999,-79.46645,Toronto,,Ontario,Canada,CA-ON,0.0216,7,2019-02-02,5.0
dpz2sxq,43.72147,-79.59869,43.72284,-79.59732,43.72233,-79.59781,Toronto,,Ontario,Canada,CA-ON,0.0138,7,2019-02-02,5.0
dpz8vv8,43.7558,-79.20044,43.75717,-79.19907,43.75702,-79.1992,Toronto,,Ontario,Canada,CA-ON,0.0232,7,2019-02-02,5.0
dpz8gbe,43.72833,-79.28421,43.72971,-79.28284,43.72859,-79.28407,Toronto,,Ontario,Canada,CA-ON,0.0453,8,2019-02-02,5.0
dpz2twu,43.71872,-79.5575,43.72009,-79.55612,43.71998,-79.55728,Toronto,,Ontario,Canada,CA-ON,0.0515,10,2019-02-02,5.0
dpz8b0h,43.72559,-79.44763,43.72696,-79.44626,43.72603,-79.44759,Toronto,,Ontario,Canada,CA-ON,0.0243,10,2019-02-02,5.0
dpz2v3y,43.7352,-79.56573,43.73657,-79.56436,43.73584,-79.56471,Toronto,,Ontario,Canada,CA-ON,0.0291,10,2019-02-02,5.0
dpz2zxf,43.76816,-79.47235,43.76953,-79.47098,43.76887,-79.47164,Toronto,,Ontario,Canada,CA-ON,0.041,11,2019-02-02,5.0
dpz91zr,43.80936,-79.36661,43.81073,-79.36523,43.81005,-79.36581,Toronto,,Ontario,Canada,CA-ON,0.0905,11,2019-02-02,5.0
dpz2wew,43.70087,-79.5108,43.70224,-79.50943,43.70157,-79.51006,Toronto,,Ontario,Canada,CA-ON,0.2959,12,2019-02-02,5.0
dpz2vkh,43.74756,-79.56848,43.74893,-79.56711,43.74852,-79.56823,Toronto,,Ontario,Canada,CA-ON,0.0798,13,2019-02-02,5.0
dpz86gg,43.65829,-79.32816,43.65967,-79.32678,43.65925,-79.32766,Toronto,,Ontario,Canada,CA-ON,0.031,13,2019-02-02,5.0
dpz2qvn,43.66516,-79.49982,43.66653,-79.49844,43.66578,-79.499,Toronto,,Ontario,Canada,CA-ON,0.0458,22,2019-02-02,5.0
dpz8dmq,43.71048,-79.34601,43.71185,-79.34464,43.71125,-79.34562,Toronto,,Ontario,Canada,CA-ON,0.203,22,2019-02-02,5.0
dpz886b,43.69675,-79.44214,43.69812,-79.44077,43.69756,-79.44157,Toronto,,Ontario,Canada,CA-ON,0.0888,26,2019-02-02,5.0
dpz2seh,43.69812,-79.60144,43.69949,-79.60007,43.69888,-79.60094,Toronto,,Ontario,Canada,CA-ON,0.1895,27,2019-02-02,5.0
dpz866m,43.65005,-79.34738,43.65143,-79.34601,43.65068,-79.34666,Toronto,,Ontario,Canada,CA-ON,0.1833,57,2019-02-02,5.0
dpz95t5,43.797,-79.2952,43.79837,-79.29382,43.79767,-79.29445,Toronto,,Ontario,Canada,CA-ON,0.1911,57,2019-02-02,5.0
dpz83fd,43.65143,-79.37347,43.6528,-79.3721,43.65222,-79.37263,Toronto,,Ontario,Canada,CA-ON,0.0525,42,2019-02-02,5.0
dpz83s5,43.65967,-79.38309,43.66104,-79.38171,43.66046,-79.38225,Toronto,,Ontario,Canada,CA-ON,0.0168,3,2019-02-02,5.0
dpz8vs8,43.75031,-79.21143,43.75168,-79.21005,43.75092,-79.21126,Toronto,,Ontario,Canada,CA-ON,0.0487,3,2019-02-02,5.0
dpz2jfd,43.60748,-79.54926,43.60886,-79.54788,43.60847,-79.548,Toronto,,Ontario,Canada,CA-ON,0.006,3,2019-02-02,5.0
dpz2jde,43.60748,-79.55887,43.60886,-79.5575,43.60808,-79.55817,Toronto,,Ontario,Canada,CA-ON,0.0159,3,2019-02-02,5.0
dpz9k5q,43.83133,-79.2691,43.8327,-79.26773,43.83259,-79.26826,Toronto,,Ontario,Canada,CA-ON,0.0405,3,2019-02-02,5.0
dpz8fhf,43.75168,-79.36249,43.75305,-79.36111,43.75294,-79.36186,Toronto,,Ontario,Canada,CA-ON,0.0105,3,2019-02-02,5.0
dpz88xb,43.72421,-79.43115,43.72559,-79.42978,43.72488,-79.43101,Toronto,,Ontario,Canada,CA-ON,0.0189,3,2019-02-02,5.0
dpz900z,43.77365,-79.44351,43.77502,-79.44214,43.77397,-79.44272,Toronto,,Ontario,Canada,CA-ON,0.0263,4,2019-02-02,5.0
dpz2q1j,43.64319,-79.53415,43.64456,-79.53278,43.64342,-79.53361,Toronto,,Ontario,Canada,CA-ON,0.02,4,2019-02-02,5.0
dpz2k3x,43.64594,-79.60831,43.64731,-79.60693,43.64679,-79.60808,Toronto,,Ontario,Canada,CA-ON,0.028,4,2019-02-02,5.0
dpz8fqt,43.76129,-79.34738,43.76266,-79.34601,43.7619,-79.34717,Toronto,,Ontario,Canada,CA-ON,0.0278,5,2019-02-02,5.0
dpz2vy1,43.75854,-79.55063,43.75992,-79.54926,43.75986,-79.54953,Toronto,,Ontario,Canada,CA-ON,0.0313,5,2019-02-02,5.0
dpz88ex,43.70087,-79.42154,43.70224,-79.42017,43.70198,-79.42099,Toronto,,Ontario,Canada,CA-ON,0.0209,5,2019-02-02,5.0
dpz3p6j,43.78052,-79.47922,43.78189,-79.47784,43.78112,-79.47877,Toronto,,Ontario,Canada,CA-ON,0.0246,5,2019-02-02,5.0
dpz8cxy,43.76816,-79.37897,43.76953,-79.37759,43.76882,-79.3782,Toronto,,Ontario,Canada,CA-ON,0.0378,7,2019-02-02,5.0
dpz9h7v,43.79013,-79.25949,43.7915,-79.25812,43.79032,-79.259,Toronto,,Ontario,Canada,CA-ON,0.0185,7,2019-02-02,5.0
dpz2sy6,43.71597,-79.5932,43.71735,-79.59183,43.71644,-79.59239,Toronto,,Ontario,Canada,CA-ON,0.0191,8,2019-02-02,5.0
dpz2ue2,43.74344,-79.60693,43.74481,-79.60556,43.74403,-79.60646,Toronto,,Ontario,Canada,CA-ON,0.0404,8,2019-02-02,5.0
dpz2xf4,43.69263,-79.46136,43.694,-79.45999,43.6934,-79.46067,Toronto,,Ontario,Canada,CA-ON,0.0354,8,2019-02-02,5.0
dpz8gju,43.75717,-79.3158,43.75854,-79.31442,43.75787,-79.3152,Toronto,,Ontario,Canada,CA-ON,0.0149,14,2019-02-02,5.0
dpz887c,43.70224,-79.44077,43.70361,-79.43939,43.70267,-79.44002,Toronto,,Ontario,Canada,CA-ON,0.1227,14,2019-02-02,5.0
dpz2gut,43.75031,-79.63303,43.75168,-79.63165,43.7513,-79.63262,Toronto,,Ontario,Canada,CA-ON,0.0714,14,2019-02-02,5.0
dpz3n0w,43.77228,-79.53278,43.77365,-79.5314,43.77328,-79.53216,Toronto,,Ontario,Canada,CA-ON,0.0325,14,2019-02-02,5.0
dpz2x6z,43.69675,-79.47647,43.69812,-79.4751,43.69726,-79.47542,Toronto,,Ontario,Canada,CA-ON,0.0848,16,2019-02-02,5.0
dpz8ffv,43.74069,-79.32541,43.74207,-79.32404,43.74092,-79.32456,Toronto,,Ontario,Canada,CA-ON,0.028,16,2019-02-02,5.0
dpz2x2k,43.68301,-79.48059,43.68439,-79.47922,43.68341,-79.48019,Toronto,,Ontario,Canada,CA-ON,0.034,17,2019-02-02,5.0
dpz94hh,43.7915,-79.35974,43.79288,-79.35837,43.79191,-79.35857,Toronto,,Ontario,Canada,CA-ON,0.1847,22,2019-02-02,5.0
dpz9n37,43.7764,-79.17435,43.77777,-79.17297,43.77662,-79.17341,Toronto,,Ontario,Canada,CA-ON,0.1065,55,2019-02-02,5.0
dpz8v3c,43.7352,-79.22104,43.73657,-79.21967,43.73598,-79.22024,Toronto,,Ontario,Canada,CA-ON,0.1052,30,2019-02-02,5.0
dpz2xtn,43.70911,-79.46686,43.71048,-79.46548,43.70947,-79.46607,Toronto,,Ontario,Canada,CA-ON,0.1374,29,2019-02-02,5.0
dpz8shj,43.70361,-79.27048,43.70499,-79.2691,43.70435,-79.26973,Toronto,,Ontario,Canada,CA-ON,0.1217,28,2019-02-02,5.0
dpz2y4s,43.73932,-79.53552,43.74069,-79.53415,43.74013,-79.53522,Toronto,,Ontario,Canada,CA-ON,0.0205,3,2019-02-02,5.0
dpz9m2x,43.81622,-79.2128,43.8176,-79.21143,43.81726,-79.21257,Toronto,,Ontario,Canada,CA-ON,0.0755,3,2019-02-02,5.0
dpz8sp3,43.72147,-79.27597,43.72284,-79.2746,43.72255,-79.27476,Toronto,,Ontario,Canada,CA-ON,0.0125,3,2019-02-02,5.0
dpz89k9,43.70636,-79.39682,43.70773,-79.39545,43.70715,-79.3963,Toronto,,Ontario,Canada,CA-ON,0.0188,3,2019-02-02,5.0
dpz88qe,43.71735,-79.43802,43.71872,-79.43665,43.7175,-79.43776,Toronto,,Ontario,Canada,CA-ON,0.0336,3,2019-02-02,5.0
dpz9hdc,43.78464,-79.254,43.78601,-79.25262,43.78479,-79.25356,Toronto,,Ontario,Canada,CA-ON,0.014,3,2019-02-02,5.0
dpz8gru,43.76816,-79.30481,43.76953,-79.30344,43.76901,-79.30358,Toronto,,Ontario,Canada,CA-ON,0.009,3,2019-02-02,5.0
dpz2t1y,43.69125,-79.57672,43.69263,-79.57535,43.69186,-79.57619,Toronto,,Ontario,Canada,CA-ON,0.0111,3,2019-02-02,5.0
dpz2yqn,43.75854,-79.52179,43.75992,-79.52042,43.75917,-79.5209,Toronto,,Ontario,Canada,CA-ON,0.0197,3,2019-02-02,5.0
dpz83te,43.66791,-79.38309,43.66928,-79.38171,43.66868,-79.38213,Toronto,,Ontario,Canada,CA-ON,0.0326,3,2019-02-02,5.0
dpz2zwx,43.76129,-79.46548,43.76266,-79.46411,43.7617,-79.46522,Toronto,,Ontario,Canada,CA-ON,0.0172,3,2019-02-02,5.0
dpz82yg,43.67477,-79.41605,43.67615,-79.41467,43.67551,-79.41533,Toronto,,Ontario,Canada,CA-ON,0.0139,3,2019-02-02,5.0
dpz2jgh,43.61023,-79.54651,43.6116,-79.54514,43.61137,-79.54607,Toronto,,Ontario,Canada,CA-ON,0.0092,3,2019-02-02,5.0
dpz2mz0,43.67615,-79.552,43.67752,-79.55063,43.67703,-79.55108,Toronto,,Ontario,Canada,CA-ON,0.0123,5,2019-02-02,5.0
dpz9k9j,43.81897,-79.2485,43.82034,-79.24713,43.81982,-79.24812,Toronto,,Ontario,Canada,CA-ON,0.1031,5,2019-02-02,5.0
dpz2t1e,43.68988,-79.58084,43.69125,-79.57947,43.69036,-79.58003,Toronto,,Ontario,Canada,CA-ON,0.0365,5,2019-02-02,5.0
dpz2zjq,43.75443,-79.48883,43.7558,-79.48746,43.75464,-79.48868,Toronto,,Ontario,Canada,CA-ON,0.0616,5,2019-02-02,5.0
dpz88n5,43.7146,-79.44901,43.71597,-79.44763,43.71519,-79.44853,Toronto,,Ontario,Canada,CA-ON,0.0153,6,2019-02-02,5.0
dpz839c,43.64731,-79.38583,43.64868,-79.38446,43.64822,-79.38531,Toronto,,Ontario,Canada,CA-ON,0.014,6,2019-02-02,5.0
dpz2yfy,43.74069,-79.49982,43.74207,-79.49844,43.74189,-79.49968,Toronto,,Ontario,Canada,CA-ON,0.0356,6,2019-02-02,5.0
dpz2scy,43.69125,-79.58771,43.69263,-79.58633,43.69164,-79.58711,Toronto,,Ontario,Canada,CA-ON,0.0277,7,2019-02-02,5.0
