"","Geohash","year","month","Count.Date","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume","sum_acc_count","temp_chg","snow","rain","SeverityScore","IncidentsTotal","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther"
"160","dpz833",2010,"06",2017-06-21,15189,17689,4,13.2,0,44.9,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"161","dpz833",2015,"12",2017-06-21,15189,17689,2,NA,5,18.9,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"162","dpz833",2014,"10",2017-06-21,15189,17689,2,10.7,0,21.1,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"163","dpz833",2015,"10",2017-06-21,15189,17689,2,15.6,0,58.3,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"164","dpz833",2012,"03",2017-06-21,15189,17689,3,15.4,0,6.2,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"165","dpz833",2011,"09",2017-06-21,15189,17689,2,13.7,0,28.9,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"166","dpz833",2009,"06",2017-06-21,15189,17689,3,12,0,22.6,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"167","dpz833",2012,"06",2017-06-21,15189,17689,2,16.3,0,45.5,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"168","dpz833",2012,"08",2017-06-21,15189,17689,4,13.3,0,29.7,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"169","dpz833",2009,"07",2017-06-21,15189,17689,4,12.6,0,32.8,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"170","dpz833",2010,"10",2017-06-21,15189,17689,2,14.9,0,17.7,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"171","dpz833",2012,"05",2017-06-21,15189,17689,9,15.5,0,15.4,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"172","dpz833",2012,"09",2017-06-21,15189,17689,6,13.3,0,42.1,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"173","dpz833",2007,"11",2017-06-21,15189,17689,2,10.3,0,31.1,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"174","dpz833",2016,"06",2017-06-21,15189,17689,2,NA,0,17.8,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"175","dpz833",2011,"12",2017-06-21,15189,17689,2,12.2,0,16.1,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"176","dpz833",2007,"09",2017-06-21,15189,17689,3,15,0,9.8,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"177","dpz833",2013,"07",2017-06-21,15189,17689,2,NA,0,96.8,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"178","dpz833",2013,"06",2017-06-21,15189,17689,4,12.7,0,26.7,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"179","dpz833",2008,"11",2017-06-21,15189,17689,2,9.7,4,31,0.0777,5,2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332
"180","dpz834",2011,"07",2015-04-11,15414,10194,2,13.4,0,11.7,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"181","dpz834",2011,"08",2015-04-11,15414,10194,3,13.5,0,20.4,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"182","dpz834",2010,"08",2015-04-11,15414,10194,3,13.3,0,36.3,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"183","dpz834",2008,"07",2015-04-11,15414,10194,2,12.7,0,52.1,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"184","dpz834",2007,"08",2015-04-11,15414,10194,3,14,0,10.9,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"185","dpz834",2014,"04",2015-04-11,15414,10194,2,NA,0,32.1,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"186","dpz834",2016,"01",2015-04-11,15414,10194,6,NA,4,27.1,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"187","dpz834",2014,"05",2015-04-11,15414,10194,4,13.9,0,14.4,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"188","dpz834",2012,"12",2015-04-11,15414,10194,2,NA,15,13.7,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"189","dpz834",2011,"11",2015-04-11,15414,10194,2,12.8,0,47,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"190","dpz834",2013,"06",2015-04-11,15414,10194,5,12.7,0,26.7,NA,NA,1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439
"191","dpz835",2017,"02",2017-01-17,9614,3907,3,14,17,14.9,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"192","dpz835",2009,"01",2017-01-17,9614,3907,3,16.1,35,14.6,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"193","dpz835",2010,"07",2017-01-17,9614,3907,3,13.3,0,34.6,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"194","dpz835",2007,"10",2017-01-17,9614,3907,4,14.2,0,21.7,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"195","dpz835",2013,"10",2017-01-17,9614,3907,2,NA,0,16.3,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"196","dpz835",2008,"06",2017-01-17,9614,3907,3,15.5,0,28.3,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"197","dpz835",2015,"01",2017-01-17,9614,3907,2,NA,0,12.3,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"198","dpz835",2011,"12",2017-01-17,9614,3907,3,12.2,0,16.1,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"199","dpz835",2007,"03",2017-01-17,9614,3907,5,15.2,16,15.2,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"200","dpz835",2012,"06",2017-01-17,9614,3907,2,16.3,0,45.5,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"201","dpz835",2008,"11",2017-01-17,9614,3907,2,9.7,4,31,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"202","dpz835",2010,"01",2017-01-17,9614,3907,3,11.8,0,11.3,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"203","dpz835",2008,"10",2017-01-17,9614,3907,4,13.1,0,7.7,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"204","dpz835",2016,"03",2017-01-17,9614,3907,3,16,13,24.7,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"205","dpz835",2010,"04",2017-01-17,9614,3907,2,16.4,0,15.2,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"206","dpz835",2012,"03",2017-01-17,9614,3907,3,15.4,0,6.2,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"207","dpz835",2013,"08",2017-01-17,9614,3907,2,11.8,0,38.6,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"208","dpz835",2010,"11",2017-01-17,9614,3907,3,12.6,0,29.7,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"209","dpz835",2013,"05",2017-01-17,9614,3907,2,18.6,0,40.9,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"210","dpz835",2011,"10",2017-01-17,9614,3907,2,12.5,0,27.9,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"211","dpz835",2015,"10",2017-01-17,9614,3907,2,15.6,0,58.3,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"212","dpz835",2012,"09",2017-01-17,9614,3907,3,13.3,0,42.1,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"213","dpz835",2015,"07",2017-01-17,9614,3907,2,13.4,0,10.6,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"214","dpz835",2008,"07",2017-01-17,9614,3907,2,12.7,0,52.1,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"215","dpz835",2017,"08",2017-01-17,9614,3907,2,11.9,0,8.5,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"216","dpz835",2007,"07",2017-01-17,9614,3907,2,14,0,61.1,0.0246,7,2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166
"217","dpz836",2008,"12",2017-06-14,8832,11307,3,16,31,15,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"218","dpz836",2011,"03",2017-06-14,8832,11307,2,14.4,0,32.4,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"219","dpz836",2007,"02",2017-06-14,8832,11307,3,16,20,5.6,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"220","dpz836",2013,"06",2017-06-14,8832,11307,3,12.7,0,26.7,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"221","dpz836",2009,"10",2017-06-14,8832,11307,5,12.3,0,21.1,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"222","dpz836",2012,"03",2017-06-14,8832,11307,2,15.4,0,6.2,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"223","dpz836",2012,"06",2017-06-14,8832,11307,2,16.3,0,45.5,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"224","dpz836",2009,"07",2017-06-14,8832,11307,2,12.6,0,32.8,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"225","dpz836",2017,"08",2017-06-14,8832,11307,2,11.9,0,8.5,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"226","dpz836",2008,"07",2017-06-14,8832,11307,3,12.7,0,52.1,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"227","dpz836",2010,"09",2017-06-14,8832,11307,2,13.2,0,26.9,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"228","dpz836",2015,"06",2017-06-14,8832,11307,3,13.9,0,33.3,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"229","dpz836",2017,"06",2017-06-14,8832,11307,2,NA,0,33.1,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"230","dpz836",2017,"09",2017-06-14,8832,11307,2,14.8,0,7.7,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"231","dpz836",2010,"08",2017-06-14,8832,11307,2,13.3,0,36.3,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"232","dpz836",2011,"11",2017-06-14,8832,11307,2,12.8,0,47,0.041,8,1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173
"233","dpz837",2017,"04",2017-01-18,25653,9081,3,NA,0,26.9,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"234","dpz837",2016,"07",2017-01-18,25653,9081,2,14.3,0,16.4,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"235","dpz837",2009,"09",2017-01-18,25653,9081,3,13.1,0,12.6,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"236","dpz837",2013,"10",2017-01-18,25653,9081,2,NA,0,16.3,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"237","dpz837",2011,"11",2017-01-18,25653,9081,3,12.8,0,47,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"238","dpz837",2010,"06",2017-01-18,25653,9081,2,13.2,0,44.9,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"239","dpz837",2012,"12",2017-01-18,25653,9081,4,NA,15,13.7,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"240","dpz837",2010,"01",2017-01-18,25653,9081,2,11.8,0,11.3,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"241","dpz837",2012,"06",2017-01-18,25653,9081,2,16.3,0,45.5,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"242","dpz837",2007,"07",2017-01-18,25653,9081,9,14,0,61.1,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"243","dpz837",2009,"03",2017-01-18,25653,9081,4,13.4,4,23.9,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"244","dpz837",2010,"10",2017-01-18,25653,9081,5,14.9,0,17.7,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"245","dpz837",2008,"09",2017-01-18,25653,9081,2,13.2,0,18.5,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"246","dpz837",2010,"04",2017-01-18,25653,9081,2,16.4,0,15.2,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"247","dpz837",2007,"09",2017-01-18,25653,9081,6,15,0,9.8,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"248","dpz837",2013,"11",2017-01-18,25653,9081,2,12,1,7.4,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"249","dpz837",2017,"10",2017-01-18,25653,9081,4,NA,0,12.5,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"250","dpz837",2009,"11",2017-01-18,25653,9081,2,10.5,0,9.8,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"251","dpz837",2008,"08",2017-01-18,25653,9081,6,12.5,0,24.2,0.04,15,1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637
"252","dpz838",2016,"12",2017-07-19,11043,12772,2,NA,22,13.9,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"253","dpz838",2010,"11",2017-07-19,11043,12772,4,12.6,0,29.7,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"254","dpz838",2010,"05",2017-07-19,11043,12772,4,NA,0,5.6,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"255","dpz838",2012,"12",2017-07-19,11043,12772,2,NA,15,13.7,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"256","dpz838",2014,"05",2017-07-19,11043,12772,2,13.9,0,14.4,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"257","dpz838",2017,"11",2017-07-19,11043,12772,3,NA,0,17.8,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"258","dpz838",2008,"04",2017-07-19,11043,12772,4,16.8,0,22,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"259","dpz838",2013,"06",2017-07-19,11043,12772,5,12.7,0,26.7,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"260","dpz838",2013,"05",2017-07-19,11043,12772,2,18.6,0,40.9,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"261","dpz838",2016,"09",2017-07-19,11043,12772,2,NA,0,29.3,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"262","dpz838",2011,"07",2017-07-19,11043,12772,3,13.4,0,11.7,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"263","dpz838",2009,"04",2017-07-19,11043,12772,3,18.9,0,34.9,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"264","dpz838",2014,"02",2017-07-19,11043,12772,4,11.8,30,14.1,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"265","dpz838",2014,"03",2017-07-19,11043,12772,3,18.9,22,11.8,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"266","dpz838",2008,"03",2017-07-19,11043,12772,3,11,36,17.1,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"267","dpz838",2007,"09",2017-07-19,11043,12772,2,15,0,9.8,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"268","dpz838",2013,"07",2017-07-19,11043,12772,12,NA,0,96.8,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"269","dpz838",2013,"01",2017-07-19,11043,12772,5,15.5,14,28.3,0.031,3,3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173
"270","dpz839",2013,"11",2017-06-21,5575,32338,4,12,1,7.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"271","dpz839",2013,"02",2017-06-21,5575,32338,2,14.9,26,30.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"272","dpz839",2017,"01",2017-06-21,5575,32338,3,11.4,3,18.3,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"273","dpz839",2015,"05",2017-06-21,5575,32338,3,16.1,0,22.5,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"274","dpz839",2013,"10",2017-06-21,5575,32338,3,NA,0,16.3,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"275","dpz839",2016,"06",2017-06-21,5575,32338,2,NA,0,17.8,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"276","dpz839",2010,"04",2017-06-21,5575,32338,3,16.4,0,15.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"277","dpz839",2010,"07",2017-06-21,5575,32338,3,13.3,0,34.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"278","dpz839",2011,"12",2017-06-21,5575,32338,4,12.2,0,16.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"279","dpz839",2011,"08",2017-06-21,5575,32338,3,13.5,0,20.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"280","dpz839",2008,"07",2017-06-21,5575,32338,2,12.7,0,52.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"281","dpz839",2013,"06",2017-06-21,5575,32338,4,12.7,0,26.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"282","dpz839",2012,"09",2017-06-21,5575,32338,3,13.3,0,42.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"283","dpz839",2016,"08",2017-06-21,5575,32338,2,NA,0,19.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"284","dpz839",2016,"03",2017-06-21,5575,32338,10,16,13,24.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"285","dpz839",2008,"03",2017-06-21,5575,32338,2,11,36,17.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"286","dpz839",2009,"11",2017-06-21,5575,32338,2,10.5,0,9.8,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"287","dpz839",2007,"12",2017-06-21,5575,32338,2,12.7,25,23.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"288","dpz839",2007,"11",2017-06-21,5575,32338,2,10.3,0,31.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"289","dpz839",2007,"04",2017-06-21,5575,32338,2,13.2,0,9,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"290","dpz839",2009,"03",2017-06-21,5575,32338,2,13.4,4,23.9,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"291","dpz839",2017,"08",2017-06-21,5575,32338,2,11.9,0,8.5,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"292","dpz839",2010,"05",2017-06-21,5575,32338,5,NA,0,5.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"293","dpz839",2014,"05",2017-06-21,5575,32338,2,13.9,0,14.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"294","dpz839",2012,"03",2017-06-21,5575,32338,4,15.4,0,6.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"295","dpz839",2007,"03",2017-06-21,5575,32338,2,15.2,16,15.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"296","dpz839",2015,"09",2017-06-21,5575,32338,2,14.3,0,16.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"297","dpz839",2008,"05",2017-06-21,5575,32338,4,16.9,0,13.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"298","dpz839",2009,"06",2017-06-21,5575,32338,2,12,0,22.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"299","dpz83b",NA,NA,2009-04-22,9669,1160,NA,NA,NA,NA,0.0873,6,1.5559,0.1471,34,0.0294,0.4706,0.2059,0.0882,0.0882,0.1177
"300","dpz83c",2013,"07",2018-01-24,6142,717,2,NA,0,96.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"301","dpz83c",2009,"09",2018-01-24,6142,717,3,13.1,0,12.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"302","dpz83c",2010,"07",2018-01-24,6142,717,3,13.3,0,34.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"303","dpz83c",2007,"06",2018-01-24,6142,717,3,16.5,0,10.3,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"304","dpz83c",2015,"04",2018-01-24,6142,717,2,13.1,0,25.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"305","dpz83c",2009,"01",2018-01-24,6142,717,4,16.1,35,14.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"306","dpz83c",2014,"08",2018-01-24,6142,717,5,NA,0,6.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"307","dpz83c",2016,"06",2018-01-24,6142,717,2,NA,0,17.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"308","dpz83c",2014,"04",2018-01-24,6142,717,2,NA,0,32.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"309","dpz83c",2009,"04",2018-01-24,6142,717,9,18.9,0,34.9,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"310","dpz83c",2008,"07",2018-01-24,6142,717,3,12.7,0,52.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"311","dpz83c",2009,"11",2018-01-24,6142,717,3,10.5,0,9.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"312","dpz83c",2012,"12",2018-01-24,6142,717,5,NA,15,13.7,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"313","dpz83c",2014,"03",2018-01-24,6142,717,2,18.9,22,11.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"314","dpz83c",2012,"06",2018-01-24,6142,717,4,16.3,0,45.5,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"315","dpz83c",2009,"02",2018-01-24,6142,717,4,20.4,32,25.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"316","dpz83c",2014,"10",2018-01-24,6142,717,4,10.7,0,21.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"317","dpz83c",2008,"12",2018-01-24,6142,717,3,16,31,15,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"318","dpz83c",2014,"09",2018-01-24,6142,717,2,14.4,0,27,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"319","dpz83c",2016,"08",2018-01-24,6142,717,4,NA,0,19.2,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"320","dpz83c",2008,"08",2018-01-24,6142,717,5,12.5,0,24.2,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"321","dpz83d",2011,"11",2017-06-15,11767,10589,5,12.8,0,47,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
