,X,Y,Index_,ACCNUM,YEAR,LATITUDE,LONGITUDE,Ward_ID,Hood_ID,MONTH,DAY,Dark,Dawn,Daylight,Dusk,Inv_PED,Inv_CYC,Inv_AM,Inv_MC,Inv_TC,Speeding,Ag_Driv,Redlight,Alcohol,Disability,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,Geohash,Max_Temp,Min_Temp,Daily_dif,Ave_Temp,Rain_vol,Snow_vol
2445,-79.46944819,43.665462100000006,80162397,4002199584,2014,43.665462100000006,-79.46944819,13,90,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.5,6.0,21.5,16.880000000000003,0.0,0.0
2446,-79.46944819,43.665462100000006,80162398,4002199584,2014,43.665462100000006,-79.46944819,13,90,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.5,6.0,21.5,16.880000000000003,0.0,0.0
2447,-79.46944819,43.665462100000006,80162399,4002199584,2014,43.665462100000006,-79.46944819,13,90,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.5,6.0,21.5,16.880000000000003,0.0,0.0
2448,-79.49792109,43.60229071,80543552,6000971668,2016,43.60229071,-79.49792109,6,18,6,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,28.5,12.5,16.0,20.55,8.3,0.0
2449,-79.49792109,43.60229071,80543553,6000971668,2016,43.60229071,-79.49792109,6,18,6,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,28.5,12.5,16.0,20.55,8.3,0.0
2450,-79.49792109,43.60229071,80543554,6000971668,2016,43.60229071,-79.49792109,6,18,6,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,28.5,12.5,16.0,20.55,8.3,0.0
2451,-79.49792109,43.60229071,80543555,6000971668,2016,43.60229071,-79.49792109,6,18,6,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,28.5,12.5,16.0,20.55,8.3,0.0
2452,-79.49792109,43.60229071,80543556,6000971668,2016,43.60229071,-79.49792109,6,18,6,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,28.5,12.5,16.0,20.55,8.3,0.0
2453,-79.22217951,43.77848394999999,80632081,6001365744,2016,43.77848395,-79.22217951,43,135,8,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,31.5,15.0,16.5,23.7,0.0,0.0
2454,-79.22217951,43.77848394999999,80632082,6001365744,2016,43.77848395,-79.22217951,43,135,8,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,31.5,15.0,16.5,23.7,0.0,0.0
2455,-79.46649028999998,43.68204538,5313832,1017137,2008,43.68204538,-79.46649029,17,110,1,25,1,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,-4.5,-11.0,6.5,-7.575,0.0,0.0
2456,-79.52539029000003,43.70304538,7438896,1304471,2012,43.70304538,-79.52539029,11,113,5,24,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,28.0,14.5,13.0,21.25,0.0,0.0
2457,-79.46649028999998,43.68204538,5313833,1017137,2008,43.68204538,-79.46649029,17,110,1,25,1,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,-4.5,-11.0,6.5,-7.575,0.0,0.0
2458,-79.46649028999998,43.68204538,5313834,1017137,2008,43.68204538,-79.46649029,17,110,1,25,1,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,-4.5,-11.0,6.5,-7.575,0.0,0.0
2459,-79.46649028999998,43.68204538,5313835,1017137,2008,43.68204538,-79.46649029,17,110,1,25,1,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,-4.5,-11.0,6.5,-7.575,0.0,0.0
2460,-79.48809029,43.65824538000001,5052567,1139055,2009,43.65824538,-79.48809029,13,89,11,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,11.0,-1.0,12.0,6.2,1.8666666666666665,0.0
2461,-79.48809029,43.65824538000001,5052568,1139055,2009,43.65824538,-79.48809029,13,89,11,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,11.0,-1.0,12.0,6.2,1.8666666666666665,0.0
2462,-79.48809029,43.65824538000001,5052569,1139055,2009,43.65824538,-79.48809029,13,89,11,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,11.0,-1.0,12.0,6.2,1.8666666666666665,0.0
2463,-79.43939029,43.69804538,6645192,1240994,2011,43.69804538,-79.43939029,15,108,5,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,19.5,6.0,13.0,12.375,0.0,0.0
2464,-79.43939029,43.69804538,6645193,1240994,2011,43.69804538,-79.43939029,15,108,5,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,19.5,6.0,13.0,12.375,0.0,0.0
2465,-79.37305079,43.66318091,80496237,5002234344,2015,43.66318091,-79.37305079,28,73,12,30,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,4.7,0.7,3.2,2.425,0.0,0.3
2466,-79.37305079,43.66318091,80496238,5002234344,2015,43.66318091,-79.37305079,28,73,12,30,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,4.7,0.7,3.2,2.425,0.0,0.3
2467,-79.32859029,43.663645379999984,4228503,994814,2007,43.66364538,-79.32859029,30,70,9,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.0,12.4,14.499999999999998,20.474999999999998,0.0,0.0
2468,-79.32859029,43.663645379999984,4228504,994814,2007,43.66364538,-79.32859029,30,70,9,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.0,12.4,14.499999999999998,20.474999999999998,0.0,0.0
2469,-79.32859029,43.663645379999984,4228505,994814,2007,43.66364538,-79.32859029,30,70,9,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.0,12.4,14.499999999999998,20.474999999999998,0.0,0.0
2470,-79.32859029,43.663645379999984,4228506,994814,2007,43.66364538,-79.32859029,30,70,9,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,27.0,12.4,14.499999999999998,20.474999999999998,0.0,0.0
2471,-79.53239029,43.70624538,4293313,1002149,2007,43.70624538,-79.53239029,11,113,11,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,8.0,0.5,6.5,4.65,1.7333333333333334,0.0
2472,-79.53239029,43.70624538,4293314,1002149,2007,43.70624538,-79.53239029,11,113,11,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,8.0,0.5,6.5,4.65,1.7333333333333334,0.0
2473,-79.48952112000002,43.68698462,7895722,1380288,2013,43.68698462,-79.48952112,11,115,10,11,0,0,1,0,1,0,1,0,0,0,1,1,0,0,,,,,,,,,,,21.1,4.0,17.0,13.24,0.0,0.0
2474,-79.47229029,43.68374538,5190392,1080485,2009,43.68374538,-79.47229029,12,110,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,-6.4,-18.8,11.3,-10.8,0.0,4.666666666666667
